SL_NO	DATE_REC	FROM	CITY	PURPOSE	CHK_NO	CHK_DT	CURRENCY	AMOUNT	J_NO	EMAIL	SLNO1
67	1/2/2013	Everest Paper Distb Co	Bang	reg Tender for 2013	007950			25000.00		epdc@bgl.vsnl.net.in	13A
68	1/3/2013	Aquins Clg	Cochin	subscription	711054			3050.00			13A
69	1/3/2013	St James Clg of Pharm Sci	Thrissur	subscription	228232			1500.00			13A
70	1/3/2013	Bahona Clg	Bahona	subscription	874917			800.00		bahona college@rediffmail.com	13A
71	1/3/2013	Scott Christian Clg	Nagercoil	subscription	649092			1250.00		godwinwesley@yahoo.com	13A
72	1/3/2013	Uttamrao Patil Arts& Science Clg	Dhule	subscription	BANKTRANSFER			2800.00			13A
73	1/3/2013	RIA	Mumbai	subscription	011777			3960.00		rhino1@vsnl.com	13A
74	1/3/2013	RIA	Mumbai	subscription	011692			630.00		rhino1@vsnl.com	13A
75	1/3/2013	APSA	Bang	subscription	308954			3600.00		apsabng@airtelmail.in	13A
76	1/3/2013	VV Clg of Engg	Tirunelveli	subscription	290546			4800.00			13A
77	1/3/2013	Shankar Singh	Secunderabad	subscription	768231			400.00		rssingh36@gmail.com	13A
78	1/3/2013	VIT (East)	Jaipur	subscription	424574			800.00		info@vitej.ac.in	13A
79	1/3/2013	Deoghar Clg	Jharkhand	subscription	076743			9600.00		sitaram_singh@rediffmail.com	13A
80	1/3/2013	Timely Mgm Consultancy	Mumbai	subscription	698264			270.00		tmcs@indiatimes.com	13A
81	1/3/2013	Sri Guru Gobind ingh Clg	Chandigarh	subscription	805767			500.00			13A
82	1/3/2013	Carmel Girls HSS	Trivandrum	subscription	048343			2250.00			13A
83	1/3/2013	Reliance Industries Ltd	Mumbai	subscription	025877			11900.00		kalpana.dave@ril.com	13A
84	1/3/2013	Jamal Mohamed Clg	Trichy	subscription	373395			700.00		princi@jmc.edu	13A
85	1/3/2013	Sanyasi raju	Vizag	subscription	718280			1000.00		ssraju_lec@yahoo.com	13A
86	1/3/2013	Sree sankara lg	Ernakulam	subscription	191082			4800.00		info@sreesankaracollege.org	13A
87	1/3/2013	Saraswathi Narayanan Clg	Madurai	subscription	909105			2000.00			13A
88	1/3/2013	CNA	New delhi	subscription	361092			360.00		subs@cna.co.in	13A
89	1/3/2013	IBH	Mumbai	subscription	425587			1845.00		ibhmag@vsnl.net	13A
90	1/3/2013	Sharda Mahavidyalaya	Parbhani	subscription	634122			400.00		shardacollege_230@yahoo.co.in	13A
91	1/3/2013	CNA	New Delhi	subscription	361260			1350.00		subs@cna.co.in	13A
92	1/3/2013	St Marya Clg	Kottayam	subscription	362805			400.00		stmaryscollegemanarcadu@ahoo.com	13A
93	1/3/2013	Jamal Mohamed Clg	Trichy	subscription	373399			275.00		princi@jmc.edu	13A
94	1/3/2013	Chanderverkar	Kangra	subscription	522486			400.00		chanderverkar@rediffmail.com	13A
95	1/3/2013	CSIR Inst of Mining & Fuel res	Dhanbad	subscription	337762			8500.00		dcmrips@yahoo.co.in	13A
96	1/3/2013	JNV	Bastar	subscription	007559			2000.00		jnv.jagdalpur@yahoo.com	13A
97	1/3/2013	DAV Clg	Jalandhar	subscription	692704			4250.00		lrlibrary@gmail.com	13A
98	1/3/2013	Galaxy Global	Ambala	subscription	489923			1600.00		info@galaxyglobaledu.com	13A
99	1/3/2013	Mohapatra	Bhubaneswar	subscription	166048			650.00		rasmi14377@gmail.com	13A
100	1/3/2013	Sahu P K	Bhubaneswar	subscription	166049			1750.00		pksahuchem@gmail.com	13A
101	1/3/2013	anjan Mallick	Odisha	subscription	600869			1200.00		alok100168@yahoo.com	13A
102	1/3/2013	VMS Polytechnic Clg	Batala	subscription	286017			4800.00			13A
103	1/3/2013	ZSI	Solan	subscription	029082			4900.00	HINDI		13A
104	1/3/2013	MPIP	Gondia	subscription	704207			1500.00			13A
105	1/3/2013	Sinha U N	Bang	subscription	011289			5250.00		uns@cmmacs.ernet.in	13A
106	1/3/2013	Poorpnajna Inst	Bang	subscription	359540			5200.00			13A
107	1/3/2013	KSR Clg of Engg	Tirchengode	subscription	660859			3450.00		ksrce_periodical@yahoo.in	13A
108	1/3/2013	Informatics	Bang	subscription	020073			360.00		info@informindia.co.in	13A
109	1/3/2013	Informatics	Bang	subscription	020074			1035.00		info@informindia.co.in	13A
110	1/3/2013	RIA	Navi mumbai	subscription	011877			5805.00		rhibo1@vsnl.com	13A
111	1/3/2013	Gokula krishna Clg of Engg	Nellore	subscription	273281			3850.00		gkcesp@rediffmail.com	13A
112	1/3/2013	NIPER	Hyd	subscription	307715			4500.00			13A
113	1/3/2013	Tolani Maritime Inst	Pune	subscription	206603			4400.00			13A
114	1/3/2013	Narasaropeta Inst of Tech	Guntur	subscription	019151			800.00		nit_librarian@yahoo.co.in	13A
115	1/3/2013	Thiagarajar chool of Mgm	Madurai	subscription	167766			500.00			13A
116	1/3/2013	SJM College	Chitradurga	subscription	442691			4800.00			13A
117	1/3/2013	IISc (CSS Project)	Bang	subscription	276878			1176.00			13A
118	1/3/2013	IBH	New Delhi	subscription	112199			3600.00		journals-delhi@ibhworld.com	13A
119	1/3/2013	IBH	New Delhi	subscription	112188			540.00		journals-delhi@ibhworld.com	13A
120	1/3/2013	on Bosco Inst of tech	Bang	subscription	055120			4800.00		rrcklibrary@gmail.com	13A
121	1/3/2013	MEA Engg Clg	Malappuram	subscription	505746			6000.00		info@meaengg.in	13A
122	1/3/2013	Baba Farid Clg	Bathinda	subscription	913914			4600.00		principalbfc@babafaridgroup.com	13A
123	1/3/2013	KV	Sunderbani (J&K)	subscription	930844			400.00	HINDI	kvsb10@rediffmail.com	13A
124	1/3/2013	VWS Arts Com Sci Clg	Dhule	subscription	522222			2100.00	223 retd dd not infavour		13A
125	1/3/2013	Arogyadham	Satna	subscription	000140			2000.00		drichitrakoot@chitrakoot.org	13A
126	1/3/2013	Waghire Clg	Saswad	subscription	865562			3850.00		wc_saswad@pdeapune.org	13A
127	1/3/2013	SSIE	Satara	subscription	264220			500.00	HINDI	principalssiebed@rediffmail.com	13A
128	1/3/2013	Gyan Bharati School	New Delhi	subscription	426014			1500.00		gyanbharati@gmail.com	13A
129	1/3/2013	Nandha Arts & Sci Clg	Erode	subscription	452738			2100.00		nandhaarts@gmail.com	13A
130	1/3/2013	IIMT Clg of tech	Meerut	subscription	632245			1900.00		mail@iimtindia.net	13A
131	1/3/2013	Sidharth Govt Clg	Hamirpur	subscription	026257			3450.00			13A
132	1/3/2013	GNERS Med Clg	Valsad	subscription	006990			300.00			13A
133	1/3/2013	Model Inst of Engg & tech	Jammu	subscription	068565			3850.00		info@mietjammu.in	13A
134	1/3/2013	Kota Univ	Kota	subscription	388098			7000.00		pareekavdhesh@yahoo.co.in	13A
135	1/3/2013	PSN Clg of Engg & Tech	Dingguil	subscription	042585			3850.00		principal@psnacet.edu.in	13A
136	1/3/2013	Vedic Inst of Pharm Edn & Res	Sagar	subscription	907081			800.00		vedicsagar@gmail.com	13A
137	1/3/2013	CSK Mimachal Pradesh rishi Vihvidyalaya	Palampur	Invoice						serials@hillagric.ac.in	13A
138	1/3/2013	SKWI	Katol	subscription	608405			1500.00			13A
139	1/3/2013	Jayamukhi Clg of Pharmacy	warangal	subscription	007072			2300.00		svmurthy@rediffmail.com	13A
140	1/3/2013	Mes Clg of Adv Studies	Ernakulam	subscription	263973			700.00		principal@mescas.org	13A
141	1/3/2013	IBH	Mumbai	subscription	724834			450.00		ibh@vsnl.com	13A
142	1/3/2013	Christ Clg	Irinjalakuda	subscription	154754			1500.00		christcollegeijk@gmail.com	13A
143	1/3/2013	VG Shivdare Clg of A C & S	Solapur	subscription	321826			1500.00		principalvgs@gmail.com	13A
144	1/3/2013	Agra Clg Central Library	Agra	Invoice							13A
145	1/3/2013	St Jamesh Clg of Pharma Sci	Thrissur	subscription	228233			400.00			13A
146	1/3/2013	Clg of Engg	Nandurbar	subscription	351040			4800.00		principal@coeshahada.com	13A
147	1/3/2013	Jamal Mohammed Clg	Trichy	subscription	373397			1500.00		princi@jmc.edu	13A
148	1/4/2013	Ramakrisahna Reddy	Kadapa	subscription	BANKTRANSFER			1250.00		sunkugari@gmail.com	13A
149	1/7/2013	Mujumdar	Nagpur	subscription	803619			1250.00		mujumdarub@gmail.com	13A
150	1/7/2013	St Aloysius College	Alappuzha	subscription	BANKTRANSFER			1450.00		varma57@gmail.com	13A
151	1/7/2013	C-CAMP	Bang	subscription	BANKTRANSFER			7000.00		dhanyam@ncbs.res.in	13A
152	1/7/2013	Anant Vyavhare	Nagpur	subscription	MO			100.00			13A
153	1/7/2013	Shinde Mahavidyalaya M J	Shrigonda	subscription	MO			1500.00			13A
154	1/7/2013	Clg of Ph Studies	Meghalaya	subscription	049342			3100.00		deancpgs@gmail.com	13A
155	1/7/2013	Kasturbai Clg of Edn	Solapur	subscription	854323			500.00		kcesolapur@gmail.com	13A
156	1/7/2013	Pal S S	Kolkata	subscription	879063			500.00			13A
157	1/7/2013	Srimad Andavan Arts  Sci Clg	Trichy	subscription	361121			2700.00		sac_trichy@yahoo.com	13A
158	1/7/2013	Mukand Lal nat Clg	Yamuna Nagar	subscription	148826			500.00			13A
159	1/7/2013	"Saurashtra Univ, Dept of Chem"	Rajkot	subscription	054661			800.00		phparsania22@gmail.com	13A
160	1/7/2013	LBS Clg of Engg	Kasaragod	subscription	060991			4800.00		principal@lbsce.org	13A
161	1/7/2013	Shree Ganpati Inst of Technology	Ghaziabad	subscription	273438			1450.00		sgitindia05@gmail.ocm	13A
162	1/7/2013	Christ Clg	Irinjalakuda	subscription	154771			2050.00		christcollegeijk@gmail.com	13A
163	1/7/2013	IIHR	Bang	Invoice							13A
164	1/7/2013	"NCERT, Lib & Doc Deiv"		Invoice							13A
165	1/7/2013	Chief Conservator of Forests	Pune	Invoicec						cfandsilvapune@gmail.com	13A
166	1/7/2013	Medical College & hospital	Navi Mumbai	Invoice							13A
167	1/7/2013	Galaxy Global Edn Trust Group of Ibnst	Ambala	Invoice						library@galaxyglobaledu.com	13A
168	1/7/2013	Gopal B	Bang	Fellowship	957426			700.00			13A
169	1/7/2013	VV College of Edn	Namakkal	subscription	942460			2000.00			13A
170	1/7/2013	"Shanmuga Indus A,S Clg"	TV Malai	subscription	026710			2300.00		shanmugacollege@gmail.com	13A
171	1/7/2013	SSAMClg & Hospital Res Centre	Haveri	subscription	002073			900.00		ssamc1992@rediffmail.com	13A
172	1/7/2013	"VR Siddhartha Engg Clg, Central Library"	Vijyawada	subscription	055649			4800.00			13A
173	1/7/2013	SKVPS &MTKPA Clg	Bhavnagar	subscription	485284			2750.00		kvparekhcollege1966@gmail.com	13A
174	1/7/2013	Majumdar	Kolkata	subscription	000932			400.00		dwijesh.majumdar@yahoo.com	13A
175	1/7/2013	SG Polytechnic	Bellary	subscription	113504			4800.00		sgpbellary@gmail.com	13A
176	1/7/2013	Dr Annasaheb G D B Mahavidyalaya	Jalgaon	subscription	386137			2400.00			13A
177	1/7/2013	Nutan Mahavidyalaya	Parbhani	subscription	204427			2750.00		principalnutan@rediffmail.com	13A
178	1/7/2013	Karpagam Univ	Coimbatore	subscription	713031			4150.00			13A
179	1/7/2013	Srimad Andavan Arts Sci Clg	Trichy	subscription	361124			750.00		sac_tricy@yahoo.com	13A
180	1/7/2013	KTHM Clg	Nashik	subscription	142440			4250.00		contact@kthmcollege.com	13A
181	1/7/2013	Jayamukhi Clg of edn	Warangal	subscription	007060			500.00			13A
182	1/7/2013	Kasturba Health Society	Sevagram	subscription	028011			4700.00			13A
183	1/7/2013	A 4 Apple Agency	Mumbai	subscription	711671			1800.00		a4appleagency@gmail.com	13A
184	1/7/2013	Jm Clg	Trichy	subscription	373398			2200.00		princi@jmc.edu	13A
185	1/7/2013	Sanjay Bhokare Group of Inst	Sangli	subscription	235065			4750.00		coemiraj@yahoo.co.in	13A
186	1/7/2013	ABV Govt Degree Clg	Warangal	subscription	184992			1500.00		warangal.jgnkkc@gmail.com	13A
187	1/7/2013	Watumull Inst of Electronics	Mumbai	subscription	051901			2500.00			13A
188	1/7/2013	Reader ont	Bang	subscription	882018			360.00		support@readerspoint.com	13A
189	1/7/2013	CSWRI	Tonk	subscription							13A
190	1/7/2013	Mar Athanasius Clg	Kothamagalam	subscription	268482			4800.00		mac@macollege.in	13A
191	1/7/2013	Mehsana Urban Inst of Sci	Kherva	subscription	084101			6250.00		bioscgnu@gmail.com	13A
192	1/7/2013	KSR Clg of Arts Sci for W	Kalvi Nagar	subscription	661050			400.00			13A
193	1/7/2013	Nat Clg (Auto)	Trichy	subscription	979622			4800.00			13A
194	1/7/2013	Noorul Islam Clg of A & s	Kanyakumari	subscription	907491			2700.00		nicollege2001@yahoo.co.in	13A
195	1/7/2013	Mandavya First Grade Clg	Mandya	subscription	597776			1400.00			13A
196	1/7/2013	Vignans Nirula	Guntur	subscription	196313			1050.00		vnits.g@gmail.com	13A
197	1/7/2013	RRSC	Jodhpur	subscription	938626			4500.00			13A
198	1/7/2013	Kholeshwar Mahavidyalaya	Beed	subscription	022814			1500.00			13A
199	1/7/2013	DG Ruparel Clg	Mumbai	subscription	271148			1850.00		pmsule@ruparel.edu	13A
200	1/7/2013	Mandavya First Grade Clg	Mandya	subscription	597788			500.00			13A
201	1/7/2013	St Michael Clg of Engg & Tech	Sivagangi	subscription	547142			2000.00			13A
202	1/7/2013	Jaypee Polytechnic & Trg Centre	Rewa	subscription	894961			6050.00		jptc.rewa@jalindia.co.in	13A
203	1/7/2013	Santosh Kumar	Patna	subscription	007627			650.00		skphysics@yahoo.co.in	13A
204	1/7/2013	Unity w Clg	Narukara	subscription	645530			2700.00		kahmunitywomenscollegelibrary@gmail.com	13A
205	1/7/2013	SSSS Clg of Pharmacy	Nagpur	subscription	685685			500.00			13A
206	1/7/2013	RG Univ	Doimukh	subscription	863688			3750.00	HIHINDI  Chkd retd sign varies		13A
207	1/7/2013	RKGIT for W	Ghaziabad	subscription	412491			5950.00			13A
208	1/7/2013	CSMR	Bang	subscription	874352			1250.00			13A
209	1/7/2013	Maharishi Arvind	Kota	subscription	381990			1200.00		info@maietjaipur.com	13A
210	1/7/2013	Poornima group of Clg	Sitapur	subscription	000524					bgsharma@poornima.org	13A
211	1/7/2013	MSPVNL Polytechnic Clg	Tirunelveli	subscription	000611			400.00		mspvlpoly@gmail.com	13A
212	1/7/2013	SSN Clg	Narasaraopet	subscription	408276			3650.00		ramanjaneya999@gmail.com	13A
213	1/7/2013	Baptla Engg Clg	New Delhi	subscription	686741			4800.00		bec_principal@yahoo.co.	13A
214	1/7/2013	Informatics	Bang	subscription	020119			270.00		info@informindia.co.in	13A
215	1/7/2013	Lingaya GVKs Inst of Mgm  tech	Faridabad	subscription	411920			700.00			13A
216	1/7/2013	JNM Clg	Belgaum	subscription	791736			1200.00		jnmclibrary@gmail.com	13A
217	1/7/2013	Muthukumar	Thanjavur	subscription	699917			500.00	Retd res add		13A
218	1/7/2013	Shamsi	Rampur	subscription	MO			800.00			13A
219	1/7/2013	The New Clg	Kolahapur	subscription	MO			1900.00	2 MO		13A
220	1/7/2013	APSA	Chennai	subscription	201245			6300.00		chennai.journals@alliedpublishers.com	13A
221	1/7/2013	Loknete V Hiray	Nashik	subscription	753137			7000.00		lvhcollege@gmail.com	13A
222	1/7/2013	GIT	Jaipur	subscription	106188			4800.00		support@gitjaipur.com	13A
223	1/7/2013	dasmesh Girls Clg	Muktsar	subscription	220468			2000.00			13A
224	1/7/2013	Clg of Comp Sci & Infm tech	Nanded	subscription	739919			1500.00		mgmccsit_nnnd@yahoo.co.in	13A
225	1/7/2013	SSR Naidu Mem Clg	Sattur	subscription	608942			5650.00		prinsrnmc@yahoo.com	13A
226	1/7/2013	SITM	Barabanki	subscription	733107			400.00		sitmbbk@rediffmail.com	13A
227	1/7/2013	Darshan	Rajkot	subscription	604804			1100.00		info@darshan.ac.in	13A
228	1/7/2013	SCT Clg of Edn	Bang	subscription	593558			500.00		kbhraju@gmail.com	13A
229	1/7/2013	Vellalar Clg of Edn for W	Erode	subscription	676864			2700.00		vellalarcoe@yahoo.com	13A
230	1/7/2013	Dept of tech edn	Salem	subscription	195605			4800.00			13A
231	1/7/2013	Ptime Mag Sub Subs	Delhi	subscription	153755			3600.00		pms@primemag.net	13A
232	1/7/2013	Samim	Baduria	subscription	571731			400.00		anowar.samim@gmail.com	13A
233	1/7/2013	MTIET	Palamaner	subscription	780942			3450.00		mtieat@gmail.com	13A
234	1/7/2013	SGMClg	Karad	subscription	163631			400.00		str_sgmck@sancharnet.in	13A
235	1/7/2013	Lal Bahadur Shastri Mahavidyalaya	Nanded	subscription	808219			500.00		lbscdab@yahoo.co.in	13A
236	1/7/2013	RJS First Grade Clg	Bang	subscription	034201			3100.00			13A
237	1/7/2013	PK Mahavidyalaya	Shimla	subscription	644874815			1500.00			13A
238	1/7/2013	"Kerala Univ, Dept of chem"	Kerala	subscription	759488			4900.00			13A
239	1/7/2013	Srinivasa	Kolar	subscription	344713			3000.00		drsrinivasa.phili@yahoo.com	13A
240	1/7/2013	Vamana Inst of tech	Bang	subscription	936100			4800.00		vemanait@gmail.com	13A
241	1/7/2013	MM Mahavidyalaya	Miraj	subscription	691854			1300.00			13A
242	1/7/2013	Clg of Engg	Nanded	subscription	739938			4800.00		mgmcen@giasbm01.vsnl.net.in	13A
243	1/7/2013	Budding Buds Ser Sec School	Assam	subscription	127751			2300.00		budding.buds@gmail.com	13A
244	1/7/2013	Arts Com Sci Clg	Nashik	subscription	031431			4800.00		lasalgaon_college@rediffmail.com	13A
245	1/7/2013	Poorprana Clg	Udupi	subscription	363140			5150.00		poornaprajnaedg@yahoo.co.in	13A
246	1/7/2013	Narayana	Hyd	subscription	687658			2250.00			13A
247	1/7/2013	Pavan K	Hyd	subscription	726907			400.00			13A
248	1/7/2013	MIA	Chennai	subscription	453378			6300.00		nbalasubramani@dataone.in	13A
249	1/7/2013	Krishna Bhat 'Mysore	Vijayanagar	subscription	065163			1750.00			13A
250	1/7/2013	TIERT	Jabalpur	subscription	180473			4800.00		library@takshshila.org	13A
251	1/7/2013	Shanmuganatha  Engg Clg	Pudukottai	subscription	019481			900.00		sec@shanmuganathanengg.in	13A
252	1/7/2013	Periyar Univ	salem	subscription	405308			2400.00		pulib@rediffmail.com	13A
253	1/7/2013	CSIR	Karaikudi	subscription	588688			3000.00		director@cecri.res.in	13A
254	1/7/2013	JNTBGRI	Trivandrum	subscription	212561			7250.00			13A
255	1/7/2013	Dept. of Chemistry	Varanasi	subscription	128793			4900.00			13A
256	1/7/2013	Bombay Bks & periodicals	Mumbai	subscription	113163			1395.00		bombaybooks@gmail.com	13A
257	1/7/2013	Shri Pilappa Clg of Engg	Bang	subscription	805436			3300.00		admin@spcedu.co.in	13A
258	1/7/2013	IAGI	Bang	subscription	072178			3850.00		iadclibrary@gmail.com	13A
259	1/7/2013	CMRIT	Bang	subscription	139813			4800.00			13A
260	1/7/2013	KVG Ayurveda Med Clg & Hosp	Sullia	subscription	552950			2000.00			13A
261	1/7/2013	SIT	Tumkur	subscription	789720			4800.00		sksittum@yahoo.com	13A
262	1/7/2013	Bhavnagar Univ	Bhavnagar	subscription	420028			4400.00			13A
263	1/7/2013	Edn Bks & periodicals	Mumbai	subscription	824451			1350.00		bonnie_dcosta@yahoo.co.in	13A
264	1/7/2013	"Dean , IISc,"	Bangalore	150 copies of res @ 50 per copy Dec 2012							13A
265	1/7/2013	Ac Mahavidyalaya	Yavatmal	subscription	067179			3150.00			13A
266	1/7/2013	Srinivasa Inst of Engg & tech	Amalapuram	subscription	607966			4800.00		ssesamp@gmail.com	13A
267	1/7/2013	GT Patil Clg	Nandurbar	subscription	715511			3550.00			13A
268	1/7/2013	JKC Clg	Guntur	subscription	785291			2950.00			13A
269	1/7/2013	CSRTI	Mysore	subscription	008420			4700.00	HINDI		13A
270	1/7/2013	CU Shah Clg of Pharmacy & Res	Surendranagar	subscription	002866			300.00		ccprvbt@yahoo.com	13A
271	1/7/2013	MSM	Madurai	subscription	675521			400.00			13A
272	1/7/2013	SVMAC	Odisha	subscription	404663			2400.00		svmcorissa@gmail.com	13A
273	1/7/2013	Vivekananda Mahavidyalaya	Burdwan	subscription	000068			800.00			13A
274	1/7/2013	MSSC	Kalyan	subscription	543101			2000.00		ekwsmodelcollegekalyan@gmail.com	13A
275	1/7/2013	S Rawat	Sahidabad	subscription	633359			400.00		sushmita.rawat6@gmail.com	13A
276	1/7/2013	SEC for Girls	Mohali	subscription	007250			5250.00		secg@ggsachdeva.com	13A
277	1/7/2013	Shri CSMCE	Ahmednagar	subscription	002824			2350.00		ajmvps123@gmail.com	13A
278	1/7/2013	RBNB Clg	Shrimpur	subscription	925874			2000.00			13A
279	1/7/2013	SVIM	Indore	subscription	004569			400.00		svimi@svimi.org	13A
280	1/7/2013	IDRS	Amritsar	subscription	401677			500.00		sgrdidsr@yahoo.co.in	13A
281	1/8/2013	Devanga Arts Clg	Virudhunagar	subscription	261341			500.00		devangaartscollege.com	13A
